"Address","RoutingKey","Date","Price","FullMarketPrice","VATExclusive","DescriptionofProperty","PropertySizeDesc","OtherPropertiesInThisSale"
"4A STAPLESTOWN ROAD, CARLOW, CARLOW","R93","02/11/2011","71791.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"THE RIDGE, BILBOA, CARLOW, CARLOW","R93","01/11/2011","27445.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"13 ST AUSTINS TERRACE, TULLOW, CARLOW","R93","27/10/2011","68000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"57 ST. PATRICK'S PARK, TULLOW, CARLOW","R93","25/10/2011","55000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"WOODLANDS, BALLICKMOYLER, CARLOW, CARLOW","R93","25/10/2011","48000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"CHURCH ROAD, MYSHALL, CARLOW","NA","19/10/2011","50000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"LISIEUX, BALLYMURPHY ROAD, TULLOW, CARLOW","NA","19/10/2011","100000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"11 WOODLAWN PARK, BORRIS, CARLOW","R95","18/10/2011","42500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"23 CASTLEWOOD GARDENS, POLLERTON, CARLOW, CARLOW","R93","14/10/2011","125000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"APARTMENT NO.23 CLARENCE GATE, KILKENNY ROAD, CARLOW, CARLOW","NA","14/10/2011","61232.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"1-6 ABBEY CLOSE, TEMPLEOWEN, TULLOW, CARLOW","NA","10/10/2011","865878.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"KILL, TULLOW, CARLOW","R93","07/10/2011","90000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BROOKVILLA, BALLYHIDE, CLOGRENNANE, CARLOW","NA","06/10/2011","180000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"54 CONWAY PARK, BAGENALSTOWN, CARLOW","R21","04/10/2011","28105.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"GRANGE GROVE, TULLOW ROAD, CARLOW, CARLOW","R93","03/10/2011","95000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"30 PAIRC MUIRE, BAGENALSTOWN, CARLOW","R21","28/09/2011","70000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"GLENVIEW, NURNEY, CARLOW","R93","27/09/2011","380000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"172 ST. MARY'S PARK, CARLOW, CARLOW","R93","22/09/2011","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"FOLIO CW25411F, COUNTY CARLOW, CARLOW","NA","21/09/2011","71000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"RATHELLEN, LEIGHLINBRIDGE, CARLOW","R93","21/09/2011","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"2 KILLOUGHTERANE, BORRIS, CARLOW","NA","15/09/2011","110000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"25 ANGLER'S WALK, CARLOW, CARLOW","R93","14/09/2011","105000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"APARTMENT NO.4, CLARENCE GATE  KILKENNY ROAD, CARLOW, CARLOW","NA","14/09/2011","61233.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"52 THE PADDOCKS, BROWNESHILL, CARLOW, CARLOW","R93","09/09/2011","127000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"17 THE PADDOCKS, BROWNSHILL RD., CARLOW","R93","07/09/2011","120000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"36 HIGHFIELD, DUBLIN ROAD, CARLOW, CARLOW","R93","06/09/2011","160000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BALLYLOO, LINKARDSTOWN, NURNEY, CARLOW","NA","05/09/2011","65000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 RATHSILLAN, TULLOW, CO CARLOW, CARLOW","R93","02/09/2011","95000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"19 FELTHAM HALL, BLACKBOG ROAD, CARLOW, CARLOW","R93","02/09/2011","183000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"APARTMENT NO.14, CLARENCE GATE KILKENNY RD, CARLOW, CARLOW","NA","02/09/2011","61232.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"APARTMENT NO.30 CLARENCE GATE, KILKENNY ROAD, CARLOW, CARLOW","NA","02/09/2011","66078.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"10 BROTHERTON, SLEATTY ROAD, GRAIGUECULLEN, CARLOW","NA","30/08/2011","190000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"59 BROTHERTON, SLEATY RD, CARLOW, CARLOW","R93","30/08/2011","140000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"APARTMENT NO.22 CLARENCE GATE, KILKENNY ROAD, CARLOW, CARLOW","NA","23/08/2011","61232.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"40 MOUNTAIN VIEW, MYSHALL, CARLOW","R21","22/08/2011","150000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"13 CLARENCE GATE, KILKENNY ROAD, CARLOW, CARLOW","R93","17/08/2011","66080.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"32 GRAIGOWEN, CARLOW ROAD, TULLOW, CARLOW","NA","15/08/2011","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"25 ASHGROVE, TULLOW ROAD, CARLOW, CARLOW","R93","12/08/2011","30000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 CLARENCE GATE, KILKENNY ROAD, CARLOW","R93","12/08/2011","69500.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"57 PARK GATE, SHILLELAGH ROAD, TULLOW","NA","12/08/2011","117500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"66 BEECHWOOD PARK, POLLERTON, CARLOW, CARLOW","R93","12/08/2011","115000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"APARTMENT NO.24, CLARENCE GATE  KILKENNY ROAD, CARLOW, CARLOW","NA","12/08/2011","61232.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"TEMPLEPETER, RATHOE, COUNTY CARLOW, CARLOW","R93","11/08/2011","56000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"APARTMENT NO.2, CLARENCE GATE, KILKENNY ROAD, CARLOW","NA","09/08/2011","69500.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"42 BOURLUM WOOD, GREEN ROAD, CARLOW, CARLOW","R93","08/08/2011","310000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"87 PEARSE ROAD, GRAIGUECULLEN, CARLOW","R93","05/08/2011","126000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"COTTAGE @ SLATE ROW, HACKETSOWN, CARLOW","NA","05/08/2011","71000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"PORTRUSHEN, CARLOW, CARLOW","W91","05/08/2011","195000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"10 FRIARS LOUGH, LEIGHLINBRIDGE, CARLOW","R93","03/08/2011","207048.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"WOODSIDE, RUSSELLSTOWN, CO. CARLOW, CARLOW","NA","29/07/2011","325500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"17 INIS GARDENS, LEIGHLINBRIDGE, CARLOW","R93","28/07/2011","88105.73","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"106 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW, CARLOW","R93","27/07/2011","140925.11","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","LESS THAN 38 SQ METRES","NO OTHER PROPERTIES"
"5 BROOKFIELD COURT, PALATINE, CARLOW, CARLOW","R93","25/07/2011","200000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 DUN A RI, TINRYLAND, CARLOW","NA","20/07/2011","46356.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"KILCARRIG STREET, BAGENALSTOWN, CARLOW","R21","20/07/2011","50000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"7 MILLENNIUM COURT, TULLOW ROAD, CARLOW, CARLOW","R93","18/07/2011","160000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"86 FELTHAM HALL, BLACKBOG ROAD, CARLOW","R93","15/07/2011","215000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"JOHNSTOWN, BENNEKERRY, CARLOW","R93","15/07/2011","82000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 BRAGANZA, ATHY ROAD, CARLOW","R93","14/07/2011","190000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"73 BROTHERTON, SLEATY ROAD, CARLOW, CARLOW","R93","12/07/2011","135250.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"18 KERNANSTOWN, BENNEKERRY, CARLOW","R93","11/07/2011","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 ROYAL OAK RD, BAGENALSTOWN, CARLOW","R21","06/07/2011","110000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"2 COURT LAWNS, TULLOW, CARLOW","R93","05/07/2011","85000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 BUSHFIELD, BALLINABRANNAGH, CARLOW, CARLOW","R93","04/07/2011","348017.62","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"76 DOLMEN GARDENS, CARLOW, CARLOW","R93","01/07/2011","147000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"22 ST AUSTIN'S TERRACE, TULLOW, CARLOW","R93","30/06/2011","170000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"29 RATHSILLIAN, CARLOW ROAD, TULLOW, CARLOW","NA","30/06/2011","137000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"7 FRIARS LOUGH, LEIGHLIN BRIDGE, CARLOW, CARLOW","R93","28/06/2011","225000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"42 RATHSILLIAN, TULLOW, CO. CARLOW, CARLOW","NA","27/06/2011","190000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"PARKNAKYLE, OLD LEIGHLIN, CARLOW, CARLOW","R93","27/06/2011","250000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"RATHANNA, BORRIS, CARLOW","R95","27/06/2011","52000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"126 CROSSNEEN MANOR, LEIGHLIN ROAD, CARLOW, CARLOW","R93","23/06/2011","145000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"SPAHILL, BORRIS, CARLOW","R95","23/06/2011","205000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"SITE NO.17 FRIARS LOUGH, LEIGHLINBRIDGE, CARLOW","NA","22/06/2011","119175.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"WELLS, BAGENALSTOWN, CARLOW","R21","21/06/2011","200000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 SPRINGFIELD DRIVE, RATHNAPISH, CARLOW","NA","20/06/2011","119000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"16 COLLEGE GREEN, CARLOW, CARLOW","R93","17/06/2011","110000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"8 CROWSGROVE, KILDAVIN, CARLOW","Y21","14/06/2011","32175.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"104 GREEN ROAD, CARLOW, CARLOW","R93","08/06/2011","150000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"19 OLD BURRIN, BURRIN ROAD, CARLOW, CARLOW","R93","03/06/2011","145000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"60 DUBLIN ROAD, TULLOW, CARLOW","R93","02/06/2011","48000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BOHERMORE, BAGENALSTOWN, CARLOW","R21","02/06/2011","235000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"CHERRY TREES, CASTLEMORE, TULLOW, CARLOW","NA","02/06/2011","90000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"33 BROWNSHILL WOOD, CARLOW, CARLOW","R93","01/06/2011","230000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"20 RATHSILLAN, TULLOW, CARLOW","R93","31/05/2011","130000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"73 BROTHERTON, SLEATY ROAD, CARLOW, CARLOW","R93","30/05/2011","135250.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"34 RATHSILLAN, CARLOW RD, TULLOW, CARLOW","NA","27/05/2011","123347.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"7 HEATHERFIELD COURT, DUBLIN ROAD, CARLOW, CARLOW","R93","27/05/2011","158000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"21 RATHGLEN, KILLESHIN ROAD, CARLOW, CARLOW","NA","25/05/2011","158590.30","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"101 KEVIN BARRY AVENUE, CARLOW, CARLOW","R93","24/05/2011","129900.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"15 STAPLESTOWN ROAD, CARLOW, CARLOW","R93","19/05/2011","47500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BUTLERS GRANGE, TULLOW, CARLOW","R93","17/05/2011","105000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW, CARLOW","R93","16/05/2011","230000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"2 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW, CARLOW","R93","16/05/2011","230000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"SACRE COEUR, SHROUGHAWN, TULLOW, CARLOW","R93","11/05/2011","90000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"11 GORT NA GREINE, BALLINABRANAGH, CO. CARLOW, CARLOW","R93","09/05/2011","174000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"23 GORT NA GREINE, BALLINABRANNAGH, CO. CARLOW, CARLOW","R93","06/05/2011","140000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"57 THE LAURELS, TULLOW ROAD, CARLOW, CARLOW","R93","29/04/2011","88000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
