"Address","RoutingKey","Date","Price","FullMarketPrice","VATExclusive","DescriptionofProperty","PropertySizeDesc","OtherPropertiesInThisSale"
"3 LARAGH BEG, BALLON, CARLOW","R93","21/09/2016","148000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 PINEWOOD AVE, RATHNAPISH, CARLOW","NA","21/09/2016","175000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"10 PINEWOOD, RATHNAPISH, CARLOW","NA","20/09/2016","184000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"28 ANGLERS WALK, CARLOW, CARLOW","R93","19/09/2016","137500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"3 THE ORCHARDS, CARLOW, CO. CARLOW","R93","19/09/2016","268000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"58 DUBLIN ST, CARLOW, CARLOW","R93","16/09/2016","155000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"8 ABBEY CLOSE, TULLOW","R93","16/09/2016","123348.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"BILBOA, CARLOW, CARLOW","R93","16/09/2016","162500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 KILLABEG, COOLKENNO, TULLOW","R93","15/09/2016","45000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"18 CENTAUR COURT, CENTAUR ST, CARLOW","NA","15/09/2016","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"MULLANNAGAUN, BALLYMURPHY, CO CARLOW","NA","15/09/2016","200000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"2 SPRINGDALE, TULLOW RD, CARLOW","R93","13/09/2016","95000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"6 KILLERIG COURT, KILLERIG GOLF COURSE, KILLERIG","NA","13/09/2016","85000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"7 KILLERIG, CARLOW","R93","13/09/2016","85000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"77 PARK GATE, SHILLELAGH ROAD, CARLOW","NA","13/09/2016","185000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 125 SQ METRES","NO OTHER PROPERTIES"
"1 WEAVERS COTTAGE, CLONEGAL, CO. CARLOW","NA","12/09/2016","122500.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 CRAIGOWAN, TULLOW, CO CARLOW","NA","12/09/2016","93000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 MAPLE COURT, MORTARSTOWN, CARLOW","R93","12/09/2016","460000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"77 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW","R93","12/09/2016","162462.56","FALSE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"78 BROWNESHILL WOOD, BROWNESHILL ROAD, CARLOW","R93","12/09/2016","162462.56","FALSE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"WOODBINE COTTAGE, LOWER COOLCULLEN, VIA CARLOW","NA","12/09/2016","195000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"12 MILLRACE, BURRIN RD, CARLOW","R93","09/09/2016","136000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"28 CARRAIG ABHAIN, MORTARSTOWN ROAD, CARLOW","NA","09/09/2016","50000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"IVERA, BALLINACARRIG, CARLOW","NA","08/09/2016","170000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 BLACK STARIS VIEW, KNOCKMULLGURY, BALLYMURPHY","NA","06/09/2016","80000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 STATION VIEW, THE GREEN, HACKETSTOWN","R93","05/09/2016","92000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"6 THE TERRACE, TYCNOCK, KILTEGAN","NA","05/09/2016","78000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 BLACK STARIS VIEW, KNOCKMULLGURY, BALLYMURPHY","NA","02/09/2016","80000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"48 SYCAMORE RD, CARLOW, CARLOW","R93","01/09/2016","175000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 KERNANSTOWN TERRACE, BENNEKERRY, CARLOW","NA","01/09/2016","117500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 LITTLE BARRACK ST, BARRACK ST, CARLOW","NA","01/09/2016","80000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"KERNSTOWN, POLLERTON BIG, CARLOW","NA","01/09/2016","250000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"11 COLLEGE GARDENS, GRANBY ROW, CARLOW","NA","31/08/2016","192700.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"KNOCKLISHEN, RATHVILLY, CARLOW","NA","31/08/2016","170000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"36 WOLSELEY VILLAGE, TULLOW, CARLOW","R93","30/08/2016","117500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"6A, POLLERTON RD, CARLOW","R93","30/08/2016","55000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"41 KYLEMORE HILL, RATHOE, CARLOW","R93","29/08/2016","215000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"MILLWOOD, BUNCLODY, WEXFORD","Y21","29/08/2016","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"THE OLD SCHOOLHOUSE, PARKNAKYLE, OLD LEIGHLIN","R93","29/08/2016","269500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"70 MILFORD PARK, CARLOW","R93","26/08/2016","176167.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"9 COURT LAWNS, TULLOW, CARLOW","R93","26/08/2016","136000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BALLYREDMOND, CLONEGAL, CARLOW","Y21","26/08/2016","190000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BROOKVILLE, CARRIGDUFF, BUNCLODY","NA","26/08/2016","154000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"12 INIS GARDENS, POES HILL, LEIGHLINBRIDGE","NA","25/08/2016","98000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"7 BARROWVILLE, KILKENNY RD, CARLOW","R93","25/08/2016","295000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"THE COTTAGE, BALLASALLAGH, HACKETSTOWN","NA","25/08/2016","105000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"16 RATH GLEN, KILLESHIN","R93","24/08/2016","139648.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 125 SQ METRES","NO OTHER PROPERTIES"
"24 MILLCOURT, TULLOW, CARLOW","NA","24/08/2016","71000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"3 SLANEY VIEW HOUSE, TULLOWBEG, TULLOW","NA","24/08/2016","100000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"80 PARK GATE, SHILLELAGH ROAD, TULLOW","NA","23/08/2016","195000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"KNOCKCLONAGAD HOUSE, KNOCKCLONAGAD, GARRYHILL","R21","23/08/2016","235000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"57 THE MEADOWS, BULLOCK PARK, GREEN RD","R93","19/08/2016","207000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"74 BURRIN MANOR, TULLOW RD, CARLOW","R93","18/08/2016","83500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"8 KILLERIG COURT, TULLOW, CARLOW","R93","18/08/2016","85000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"15 INIS GARDENS LEIGHLINBRIDGE, LEIGHLINBRIDGE, CARLOW","R93","17/08/2016","122000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BALLYHACKET, TULLOW, CO CARLOW","R93","17/08/2016","340000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"22 MEADOWBANK, PALATINE","R93","16/08/2016","207048.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"38 BROOKLAWNS, POLLERTON, CARLOW","R93","16/08/2016","147500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"POPPY COTTAGE, LISNAVAGH, RATHVILLY","R93","16/08/2016","260000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 THE OLD MILL, CHURCH ST, LEIGHLINBRIDGE","R93","12/08/2016","115000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"13 CASTLEPARK, LEIGHLIN RD, GRAIGUECULLEN","R93","12/08/2016","75000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"STONEFIELD LODGE, BALLYMARTIN, BORRIS","NA","12/08/2016","275000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"19 MILLBROOK, MILL LANE, CARLOW","R93","11/08/2016","91111.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"LIMA, KILLESHIN ROAD, CARLOW","R93","11/08/2016","220000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"149 GLENDALE ESTATE, TULLOW, CO CARLOW","R93","10/08/2016","10000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"16 WOLSELEY VILLAGE, TULLOW, CARLOW","R93","10/08/2016","80000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"3 HUNTINGDON COURT, GREENBANK RD, CARLOW","NA","10/08/2016","105000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"21 THE MILL STREAM, BLACKBOG RD, CARLOW","NA","09/08/2016","145000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 GRAIGOWAN, TULLOW, CARLOW","R93","08/08/2016","88000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 NURNEY VILLAGE, NURNEY, CARLOW","NA","05/08/2016","105000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 RIVERSIDE, CARLOW","R93","05/08/2016","115000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"48 QUINAGH GREEN CARLOW, CO CARLOW","R93","05/08/2016","143500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"24 THE DRIVE, CHAPELSTOWN GATE, TULLOW ROAD","NA","04/08/2016","158000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"43 MOUNT CLARE CT, CASTLECOMER RD, CARLOW","NA","04/08/2016","150000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"75 PARK GATE, TULLOW, CO CARLOW","R93","04/08/2016","167400.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"APT 4, BRIDEWELL LANE, CARLOW","R93","03/08/2016","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"17 MILLBROOK, MILL LANE, CARLOW","R93","29/07/2016","90000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"18 MONACURRAGH, BLACKBOG RD, CARLOW","R93","29/07/2016","170000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"22 MILLBROOK, MILL LANE, CARLOW","R93","29/07/2016","80000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"49 WOLSELEY PARK, TULLOW","R93","29/07/2016","125110.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 125 SQ METRES","NO OTHER PROPERTIES"
"WOODGLADE, FENAGH, CARLOW","R21","29/07/2016","145000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"29 WOLSELEY VILLAGE, TULLOW, CO CARLOW","R93","28/07/2016","84000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"14 ASHFIELD, BAGENALSTOWN, CARLOW","R21","27/07/2016","115000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"KILCARRIG, BAGENALSTOWN, CARLOW","R21","27/07/2016","115500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"31 THE CRESCENT, CASTLEOAKS, DUBLIN ROAD","NA","26/07/2016","268000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 SCHOOLHOUSE GATE, BALLINKILLEN, BAGENALSTOWN","R21","26/07/2016","123000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"KNOCKROE, FINNEGAN'S CROSS, RATHVILLY","NA","26/07/2016","220000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"19 THE MILLSTREAM, BLACKBOG RD, CARLOW","NA","25/07/2016","240000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"2 FRIARS GREEN, TULLOW RD, CARLOW","R93","25/07/2016","185000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"34 RATHGLEN, KILLESHIN, CARLOW","NA","22/07/2016","131852.00","TRUE","FALSE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"54 WOLSELEY PARK, MOUNT WOLSELEY, TULLOW","R93","22/07/2016","142000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"12 HANOVER CRESCENT, CARLOW, CARLOW","R93","20/07/2016","90000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 CARRIGBEG, BLACKBOG RD, CARLOW","R93","20/07/2016","215000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"9 HANOVER CRESCENT, CARLOW, CARLOW","R93","20/07/2016","90000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"21 FRIARS LOUGH, LEIGHLINBRIDGE, CO. CARLOW","R93","19/07/2016","108148.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
