"Date","Price","Url","Address","County"
"13/09/2016","265,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-922136789AFA870180258035004776FD?OpenDocument","8 ARD AOIBHINN, BALLAGHANEA, MULLAGH RD","Cavan"
"13/09/2016","67,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-0ABBEE318E379D3B80258035004776C0?OpenDocument","LISNASARN, COOTEHILL, COUNTY CAVAN","Cavan"
"12/09/2016","110,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C75ABA378773907680258035004779F2?OpenDocument","CREIGHAN, CAVAN","Cavan"
"12/09/2016","180,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-382A7E3A4CE5AF838025804A004775E2?OpenDocument","KNOCKTEMPLE, VIRGINIA, CAVAN","Cavan"
"09/09/2016","129,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-0503ABD52CED2FC48025803C00477B22?OpenDocument","28 GLEN ALAINN, MULLAGH, CAVAN","Cavan"
"09/09/2016","22,800.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-1FFD2A6F1C6B0C738025803C00477994?OpenDocument","32 DRUMBANNON, BAILIEBOROUGH, CAVAN","Cavan"
"09/09/2016","165,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-3201870FD24A211E8025803C00477A04?OpenDocument","CARRICK SILEANN COTTAGE, CARRICK, MAUGHERA","Cavan"
"09/09/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B4098335721EFC0480258035004778DB?OpenDocument","CLONOOSE, BALLYHEELAN, KILNALECK","Cavan"
"09/09/2016","160,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-A539069C13B7580F8025802E00477546?OpenDocument","KILL, KILNALECK, CAVAN","Cavan"
"08/09/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4A44110EFA383F7B8025802E00477556?OpenDocument","29 MAPLE CT, BAILIEBOROUGH, CAVAN","Cavan"
"07/09/2016","165,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9EEBF8EFDBCA71DB8025802E0047756F?OpenDocument","2 Ardan Na Curkish, Curkish Lane, Bailieboro","Cavan"
"07/09/2016","115,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-73DC970D14A491588025802E00477558?OpenDocument","22 PERCY FRENCH PLACE, OLDCASTLE RD, BALLYJAMESDUFF","Cavan"
"07/09/2016","162,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-8118ECCC7967E7548025803C00477451?OpenDocument","DRUMBESS KILLESHANDRA, KILLESHANDRA, CAVAN","Cavan"
"05/09/2016","10,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F37237F83620F9F78025803C00477914?OpenDocument","7 BRIDGE ST, BELTURBET, CAVAN","Cavan"
"05/09/2016","190,625.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-7BDF3A903163A8EC8025802E00477101?OpenDocument","RYEFIELD, CASTLERAHAN, COUNTY CAVAN","Cavan"
"02/09/2016","125,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-ED094AA16E998DAF80258035004774E9?OpenDocument","60 Creighan Manor, Cavan","Cavan"
"02/09/2016","45,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-88128FA8EA7DF73C8025803C0047795F?OpenDocument","KILSHALLAGH, BALLINAGH, CO.CAVAN","Cavan"
"01/09/2016","45,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F58727A01C9DC4CC8025803500477CEC?OpenDocument","1 JOHNSTON COURT, CHURCH STREET, CAVAN","Cavan"
"01/09/2016","180,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E63A2AA92FF4534E8025802E0047758A?OpenDocument","24 BELLAMOUNT VIEW, COOTEHILL, CO CAVAN","Cavan"
"01/09/2016","120,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6D770F67582C9E90802580270047777C?OpenDocument","CORRAWEELIS, CARRICKABOY, CAVAN","Cavan"
"01/09/2016","70,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9CCDB862328C4BCC8025802700477855?OpenDocument","No.7, Bawnvillas","Cavan"
"31/08/2016","160,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-CE750568C2C0A9168025804A00477310?OpenDocument","47 THE BIRCHES, DRUMGOLA WOODS, CAVAN","Cavan"
"31/08/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-AEC10AB5ADDCD4CD8025803C004775F4?OpenDocument","CORRAWEELIS, BAILIEBORO, CAVAN","Cavan"
"31/08/2016","145,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-BAB1ACFE429452C68025803C0047742A?OpenDocument","DRUMNAVANNAGH, CAVAN, CAVAN","Cavan"
"31/08/2016","85,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-45B21DC9727D955F8025803C00477A84?OpenDocument","LISBODUFF, BUNNOE, COOTEHILL","Cavan"
"30/08/2016","105,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4F5BE73A5DDE972A802580350047733B?OpenDocument","KNOCKVILLA, STATION RD, COOTEHILL","Cavan"
"29/08/2016","94,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-EEB4DA185A0340BC8025802700477252?OpenDocument","3 GLENVIEW GARRYMORE, BALLINAGH, CAVAN","Cavan"
"29/08/2016","120,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-01A41F7DECC9E45A80258027004774D5?OpenDocument","TERMON, VIRGINIA, COUNTY CAVAN","Cavan"
"26/08/2016","60,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6AB156462E63D09880258043004783FA?OpenDocument","6 COLLEGE ST, CAVAN","Cavan"
"26/08/2016","75,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-EA5284DA8F1AACF28025802000477531?OpenDocument","DRUMALT, ARVA, CAVAN","Cavan"
"26/08/2016","125,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-DD53577BED9812F880258027004774A4?OpenDocument","KNOCKTEMPLE, VIRGINIA, CO CAVAN","Cavan"
"26/08/2016","42,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2876B6BB61FD745380258035004773E0?OpenDocument","TULLYINCHIN, TULLYCO, COOTEHILL","Cavan"
"26/08/2016","282,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-BACD42F7137190CC8025802E00477447?OpenDocument","URNEY HOUSE, DRUMLION, BALLINAGH","Cavan"
"25/08/2016","68,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B683765AF0755EBC8025803C00477C6C?OpenDocument","2 JOHN PAUL AVE, CAVAN, CAVAN","Cavan"
"25/08/2016","121,696.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F82CF398EBF021C980258027004773B0?OpenDocument","23 ROCKFIELD HEIGHTS, KINGSCOURT, COUNTY CAVAN","Cavan"
"24/08/2016","202,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C124BA45367AD816802580270047757C?OpenDocument","SWELLAN LOWER, CAVAN","Cavan"
"23/08/2016","225,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-80475AC901CCBA24802580200047732F?OpenDocument","17 ASHBROOKE WAY, MOYNEHALL, CAVAN","Cavan"
"23/08/2016","46,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C658565345D1F2B78025802000477344?OpenDocument","21 ST PATRICKS TERRACE, SWELLAN, CAVAN","Cavan"
"23/08/2016","40,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-208B5181870F7A548025802700477582?OpenDocument","4 DRUMULLEN, FARNHAM, CAVAN P O","Cavan"
"22/08/2016","182,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2FF4616A5A62EB4E8025803500477574?OpenDocument","LISMACANICAN, MOUNTNUGENT, CAVAN","Cavan"
"19/08/2016","195,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6195BA82E76B85C480258020004773E2?OpenDocument","ARD NA GREINE, KILLINAERE, TERMON","Cavan"
"19/08/2016","273,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-CE4DE300FC7259BA802580200047713A?OpenDocument","CUILCAGH, VIRGINIA, CAVAN","Cavan"
"18/08/2016","65,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-000A7EFA22B7997A8025802000477523?OpenDocument","DRUMACARROW, BAILIEBORO, CO CAVAN","Cavan"
"18/08/2016","149,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F3F7CBF61C5AC9728025802000477374?OpenDocument","DRUMOUNA, DRUNG, CAVAN","Cavan"
"17/08/2016","52,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2A2F61BE3B66D5C18025802E004775C8?OpenDocument","31 AN BONNAN BUI WAY, BLACKLION, CAVAN","Cavan"
"17/08/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6B1E9E134B18083080258027004774D7?OpenDocument","DRUMHILL, SHERCOCK, CAVAN","Cavan"
"16/08/2016","85,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-31D7EB408ED6BDCE8025802E004775D5?OpenDocument","12 RAILWAY VIEW, BELTURBET, CAVAN","Cavan"
"16/08/2016","21,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-BBBB599C0F99627A8025802E0047732A?OpenDocument","GOLA, BAILIEBOROUGH, COUNTY CAVAN","Cavan"
"15/08/2016","95,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-AED9B5A8318F99CA8025801900477314?OpenDocument","11 BEECHMOUNT, KILCONNY, BELTURBET","Cavan"
"15/08/2016","270,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4493D00D9297DDE08025803C004779C6?OpenDocument","WHITE HOUSE, KEADUE LANE, CAVAN","Cavan"
"14/08/2016","83,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-D82455B79947580F80258019004771CE?OpenDocument","NO 1 ELM COURT, THOMAS STREET, BAILIEBOROUGH","Cavan"
"12/08/2016","140,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C3C8E3D6EE00937D8025802E0047712A?OpenDocument","2 BROOKSIDE, FARNHAM RD, CAVAN","Cavan"
"12/08/2016","101,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-5D6F536715DBBE4C8025801900477441?OpenDocument","61 DRUM CARRAIG, CAVAN, CAVAN","Cavan"
"12/08/2016","60,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C246384ED45EDD038025801200477784?OpenDocument","APARTMENT 1 CENTRA, MAIN STREET, BALLYJAMESDUFF","Cavan"
"12/08/2016","167,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B6BEA8D6431506CC802580190047774D?OpenDocument","ERNE HILL, BELTURBET, CAVAN","Cavan"
"12/08/2016","110,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-5753D616A158496F80258019004771B1?OpenDocument","Lattoon, Ballyjamesduff","Cavan"
"12/08/2016","145,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-A527F54D6C2E10468025801900477243?OpenDocument","ST HELENS, BALLINA ROAD, CREIGHAN","Cavan"
"11/08/2016","10,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-3F741F80C2DAC2A480258012004775EB?OpenDocument","27 THE LAWN, BELTURBET, COUNTY CAVAN","Cavan"
"11/08/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-A6963982636E4E07802580200047747F?OpenDocument","9 MAPLE AVE, THE GALLOPS, LATT","Cavan"
"11/08/2016","325,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-0B338EA42DE08FA38025804300478055?OpenDocument","NO. 4 URCHER, VIRGINIA RD, BAILIEBOROUGH","Cavan"
"10/08/2016","72,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-15365CAEFB715E218025801900477726?OpenDocument","2 DOONE COURT, BALLYCONNELL, CAVAN","Cavan"
"10/08/2016","46,250.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-34F56476DCFBCB888025803C00477792?OpenDocument","29 RAILWAY LOUGH APT, BELTURBET, CO CAVAN","Cavan"
"10/08/2016","11,562.50","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-01897B8C82327F5F8025802E004773E6?OpenDocument","33 RAILWAY LOUGH, BELTURBET, CO CAVAN","Cavan"
"10/08/2016","11,562.50","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B917A9A3D53EA0B18025802E004773ED?OpenDocument","34 RAILWAY LOUGH, BELTURBET, CO CAVAN","Cavan"
"10/08/2016","11,562.50","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-09833FC593AB61248025802E004773E9?OpenDocument","35 RAILWAY LOUGH, BELTURBET, CO CAVAN","Cavan"
"10/08/2016","11,562.50","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9C091B04913ABAAF8025802E004773EB?OpenDocument","36 RAILWAY LOUGH, BELTURBET, CO. CAVAN","Cavan"
"10/08/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-5D4AB297861295E980258020004771AA?OpenDocument","7 CARRIG BEAG, COOTEHILL, CAVAN","Cavan"
"10/08/2016","35,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-18BFDA1D4687781C802580120047751B?OpenDocument","APT 9, WESTEND, GRANARD RD","Cavan"
"09/08/2016","110,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-ABC6971C6922EA758025801900477449?OpenDocument","2 AMBERWOOD COURT, BALLYCONNELL, CAVAN","Cavan"
"09/08/2016","114,978.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-8392F4BA0DD366FC8025802E004775DF?OpenDocument","30 castkeforde, ballyconnell","Cavan"
"09/08/2016","205,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-BE913C76406D2F38802580190047744D?OpenDocument","KILNAGARBET, STRADONE, CAVAN","Cavan"
"08/08/2016","85,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E3F8C8D7070CC8078025801900477547?OpenDocument","13 SPRINGFIELD, CAVAN","Cavan"
"08/08/2016","30,000.00 **","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-634AE2AC732B792C80258020004772DC?OpenDocument","2 THE WATERFRONT, CHAPEL RD, BAILIEBOROUGH","Cavan"
"08/08/2016","91,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2EC8250E6F6B89DF80258020004771DB?OpenDocument","4 DRUMMANY FORT, KILNAGLARE UPPER, BUTLERSBRIDGE CAVAN","Cavan"
"08/08/2016","130,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-095EE56710FE06BA8025801200477197?OpenDocument","6 ABHAINN DUBH, MULLAGH, CO CAVAN","Cavan"
"08/08/2016","85,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6872C3D22BA8281280258020004773BE?OpenDocument","Dromore, Bailieborough","Cavan"
"08/08/2016","135,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-867D8845813D90EF8025801200477495?OpenDocument","DRUMAKEENAN, REDHILLS, CAVAN","Cavan"
"08/08/2016","32,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E7633C95B851084F80258027004773A4?OpenDocument","PORTANURE, LOCH GOWNA, CAVAN","Cavan"
"05/08/2016","60,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E18553509E050DE580258012004773B9?OpenDocument","DRUMGOA, KILLESHANDRA, CAVAN","Cavan"
"05/08/2016","80,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-7327D321FBDAA3D980258012004771EE?OpenDocument","RIVENDELL, LEITRIM, BAILIEBOROUGH","Cavan"
"04/08/2016","65,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B755BCEA0F0E0AAF8025800B004774E9?OpenDocument","17 MAPLE COURT BAILIEBOROUGH, BAILIEBOROUGH, CAVAN","Cavan"
"04/08/2016","33,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-85B607FDF7BA5DD5802580190047732F?OpenDocument","CAVAN ROAD, BALLINAGH, CO CAVAN","Cavan"
"03/08/2016","98,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6BAEF1E07B1A9C5980258019004772DF?OpenDocument","13 MAPLE DR, DRUMGOLA WOODS, CAVAN","Cavan"
"03/08/2016","20,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-3A30012DAB4470F28025800B004772BB?OpenDocument","GARVOLT, GLANGEVLIN, CO CAVAN","Cavan"
"03/08/2016","205,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-849E2F20B0A39E9D8025802E00477383?OpenDocument","KILLYCONNAN, CARRICKABOY, CAVAN","Cavan"
"03/08/2016","96,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-57DD759549D9CF9C8025801200477307?OpenDocument","LISMACANICAN, MOUNTNUGENT, CAVAN","Cavan"
"03/08/2016","75,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-66635B7642C9D3B180258035004774D2?OpenDocument","NO 5 DRUMELIS, CAVAN, CO CAVAN","Cavan"
"02/08/2016","62,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-707D51BDF8A48BDC8025801200477219?OpenDocument","APT6 BLOCK 3 WOODFORD MEADOWS APA, BALLYCONNELL, CO CAVAN","Cavan"
"29/07/2016","65,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-7289092C82A9BE7F80258020004773BD?OpenDocument","18 STONEBRIDGE COURT, RAILWAY ROAD CAVAN","Cavan"
"29/07/2016","110,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-28A33AA0604808CE80258020004773C0?OpenDocument","53 BLACKWOOD AVE, THE GALLOPPS, LATT","Cavan"
"29/07/2016","77,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F1C862C8E83104208025800400477CE9?OpenDocument","Cavantymahon, Canningstown, Bailieborough","Cavan"
"29/07/2016","82,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-439CB49FEDB96E9F8025802E004775D2?OpenDocument","DRUMNOOSE, MILLTOWN, BELTURBET","Cavan"
"28/07/2016","60,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E8853EA6D91EE2F48025800400477CE6?OpenDocument","18 BEECHWOOD AVE BALLYJAMESDUFF, BALLYJAMESDUFF, CAVAN","Cavan"
"28/07/2016","147,577.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-862289849F1044B6802580270047772C?OpenDocument","31 FAIRGREEN PARK, MULLAGH","Cavan"
"28/07/2016","95,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9CD96C146984AB45802580190047771D?OpenDocument","44 RIVERRUN, LOUGH DOOLEY, BELTURBET","Cavan"
"28/07/2016","21,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-37DAB9883233B43880258027004773C7?OpenDocument","DRUMCROW, STRADONE, CO CAVAN","Cavan"
"27/07/2016","150,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C33ECD29E89D6DB7802580270047777E?OpenDocument","1 Oldtown, Cavan, co cavan","Cavan"
"27/07/2016","70,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-09C8E0C7EA3FECC580258004004778DE?OpenDocument","20 SPRINGFIELD, CAVAN","Cavan"
"27/07/2016","153,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-AB66DE3C05D1EFBD80258004004777C1?OpenDocument","23 SEAN BHOTHAR, LATT, CAVAN","Cavan"
"27/07/2016","60,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B2B77B1D2245DCCC8025801900477525?OpenDocument","4 DEVENISH, RUSSELL QUAY, BALLYCONNELL","Cavan"
"27/07/2016","147,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-D11A916084E910348025802E004774D9?OpenDocument","50 THE DRUMLINS, VIRGINIA, CAVAN","Cavan"
"27/07/2016","165,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9F1E77EF3E3489188025800B004772AA?OpenDocument","73 SWIFTBROOK GLEN, VIRGINIA, CAVAN","Cavan"
"27/07/2016","84,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-557FE817639D79CD80258012004775A1?OpenDocument","8 RIVER VALLEY, BALLYCONNELL, CAVAN","Cavan"
"27/07/2016","81,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9094F6B0F91F61BE802580120047740C?OpenDocument","9 AMBERWOOD COURT, BALLYCONNELL, CO. CAVAN","Cavan"
"27/07/2016","55,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-73989E73BA8AFBB680258019004773B8?OpenDocument","GARTINARDRESS, KILLESHANDRA, CO CAVAN","Cavan"
"27/07/2016","67,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-286CE54627BFF0FD8025801200477572?OpenDocument","GARYROSS, VIRGINIA, CO CAVAN","Cavan"
"27/07/2016","22,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-0A84E8AE714DFA7880258020004771FA?OpenDocument","TOWNSPARK, BALLYHASSLE, CO CAVAN","Cavan"
"26/07/2016","206,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-0931231D490EECB2802580190047769E?OpenDocument","47 SWIFTBROOK GLEN, VIRGINIA, CAVAN","Cavan"
"26/07/2016","165,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-BC3B1EA11A6E58A7802580040047772E?OpenDocument","KILLYGROGAN, NEWS INNS, BALLYJAMESDUFF CAVAN","Cavan"
"25/07/2016","140,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-37B3FB29E2DAEF598025800400477755?OpenDocument","APT 11, WESTEND, GRANARD RD","Cavan"
"25/07/2016","75,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4F192098F6940C3F80258004004777D9?OpenDocument","CLARE, CROSSERLOUGH, BALLYJAMESDUFF","Cavan"
"25/07/2016","220,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C6C09A511B1C24828025800400477AFB?OpenDocument","HILL VIEW, ROCK CROSS, FARNHAM RD","Cavan"
"25/07/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E2EB8540977A06CE80258019004772E5?OpenDocument","MAIN STREET, KINGSCOURT, CO CAVAN","Cavan"
"25/07/2016","125,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-5E07066E61D5413180258012004773C7?OpenDocument","THE RECTORY, TYCUSKER, ARVA","Cavan"
"22/07/2016","60,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9CC6053B10C293488025800400477454?OpenDocument","23 STATION LANE, SWELLAN, CAVAN TOWN","Cavan"
