"Date","Price","Url","Address","County"
"03/06/2016","105,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-819B557AE77DC06580257FD300477296?OpenDocument","1 CHURCHFIELD GREEN, CHURCHFIELD, CORK","Cork"
"03/06/2016","120,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-0EB17089E4CF9DD580257FD3004772DF?OpenDocument","1 MAGNOLIA TERRACE, O MAHONEYS AVE, ST LUKES","Cork"
"03/06/2016","40,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-DE7F5D4F708B1B8980257FEF00477365?OpenDocument","1 MILLERD ST, CORK CITY, CORK","Cork"
"03/06/2016","135,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-626C77E33854572080257FE1004772B0?OpenDocument","10 PRIESTS AVE, RINGASKIDDY, CORK","Cork"
"03/06/2016","237,875.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-8DA4C02D7B50622480257FDA0047723C?OpenDocument","102 Fernwood, Glanmire, Co. Cork","Cork"
"03/06/2016","395,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-8593C680A51B841B80257FD3004772AA?OpenDocument","11 THE PINNACLES, BROOMFIELD, MIDLETON","Cork"
"03/06/2016","234,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-7B6D27DCF8EC198380257FCC004775A3?OpenDocument","12 THE COTSWOLDS, CASTLEREDMOND, MIDLETON","Cork"
"03/06/2016","440,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-7C0255429AC6D53780257FCC0047759D?OpenDocument","13 ELDEN, MARYBOROUGH HILL, CORK","Cork"
"03/06/2016","255,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-BE3564259965093B80257FDA00477212?OpenDocument","16 POPPYFIELDS CLOSE, BROOMFIELD, MIDLETON","Cork"
"03/06/2016","207,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2365FFBE87F3C77C80257FD3004774C7?OpenDocument","19 ARDCARRAIG, GLYNTOWN, GLANMIRE","Cork"
"03/06/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-CA41590AE66FFC7680257FD30047734A?OpenDocument","1ST FLOOR, 34 POPES QUAY, CORK","Cork"
"03/06/2016","130,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-FD35B75A7FECB9E880257FD300477338?OpenDocument","2 BEECHWOOD, DOHERTYS RD, BANDON","Cork"
"03/06/2016","229,074.89","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B1B9D0BDB351078780257FDA00477101?OpenDocument","22  Fern Grove, Carrigaline","Cork"
"03/06/2016","210,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-274D81DB31EA020B80257FD3004772F4?OpenDocument","23 AN GOIRTIN, CUL ARD, CARRIGTWOHILL","Cork"
"03/06/2016","135,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-1849EC8C95C2014380257FDA004771A2?OpenDocument","27 CORABBEY COURT, MIDLETON, CORK","Cork"
"03/06/2016","63,600.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B7E9B7D237881CD480257FD300477150?OpenDocument","28 SHANDON STREET, CORK, CORK","Cork"
"03/06/2016","137,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-1F1FAD9D328AD08180257FDA00477020?OpenDocument","3 FERNSIDE VILLAS, SUMMER HILL SOUTH, TURNERS CROSS","Cork"
"03/06/2016","75,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-653BF555850F985080257FDA0047707F?OpenDocument","35 The Court, Harbour Heights, Passage West","Cork"
"03/06/2016","296,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B9F12F0BFCAF49EF80257FD3004771BB?OpenDocument","37 PRIMROSE HILL, TOWER, BLARNEY","Cork"
"03/06/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-80330D1BE6CC454D80257FEF00477368?OpenDocument","40 BARRACK ST, CORK CITY, CORK","Cork"
"03/06/2016","211,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-FDB6ED786809860780257FD3004773FD?OpenDocument","40 THE OAKS, MARYBOROUGH RIDGE, CORK","Cork"
"03/06/2016","188,333.34","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-A8758AE15A5C968E80257FDA0047705D?OpenDocument","44 FRIARS RD, TURNERS CROSS, CORK","Cork"
"03/06/2016","85,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-490DA35A77C9D3F380257FEF00477366?OpenDocument","5 ROWLANDS LANE, CORK CITY, CORK","Cork"
"03/06/2016","575,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-75EF90391BF94B0F80257FCC0047752E?OpenDocument","6 HILL FARM, MODEL FARM RD, CORK","Cork"
"03/06/2016","160,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-601856DA4AD598C380257FD30047721D?OpenDocument","69 PAIRC AN OIR, RATHCORMAC, CORK","Cork"
"03/06/2016","198,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-65B24BC86E188A8F80257FD30047718F?OpenDocument","9 BLACKROCK PARK, MALLOW, CORK","Cork"
"03/06/2016","392,666.66","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6C0AC0F0D1DF7AC980257FD3004775EA?OpenDocument","APT 1 CHAPEL LANE ROW, THE SQUARE, BALLINCOLLIG","Cork"
"03/06/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B239BF1E1F8C2C2A80257FD3004773E5?OpenDocument","APT 1, 7 PEARSE ST, BANDON","Cork"
"03/06/2016","80,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-387324D77ECEDFE780257FF600477153?OpenDocument","APT 1, CATHEDRAL MEWS, 46 UPPER JOHN ST","Cork"
"03/06/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-44376E1A8786F2E880257FD3004773E6?OpenDocument","APT 2, 7 PEARSE ST, BANDON","Cork"
"03/06/2016","80,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B30173A43A0DFF1580257FF600477155?OpenDocument","APT 2, CATHEDRAL MEWS, 46 UPPER JOHN ST","Cork"
"03/06/2016","80,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-18B3186968050D0B80257FF600477156?OpenDocument","APT 3, CATHEDRAL MEWS, 46 UPPER JOHN ST","Cork"
"03/06/2016","80,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-DDE8D5153F1A810580257FF600477158?OpenDocument","APT 4, CATHEDRAL MEWS, 46 UPPER JOHN ST","Cork"
"03/06/2016","80,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-641F3EA958C841DE80257FF60047715D?OpenDocument","APT 5, CATHEDRAL MEWS, 46 UPPER JOHN ST","Cork"
"03/06/2016","80,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-8FA2878008215E1A80257FF60047715E?OpenDocument","APT 6, CATHEDRAL MEWS, 46 UPPER JOHN ST","Cork"
"03/06/2016","41,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2C0C308656B2E48980257FE8004774F5?OpenDocument","APT. 2  50 BEECHER STREET, MALLOW, COUNTY CORK","Cork"
"03/06/2016","125,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-456686B71A298DBE80257FF600477459?OpenDocument","B1 EDEN HALL, MODEL FARM RD, CORK","Cork"
"03/06/2016","125,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-89170CD6B946BE3980257FE800477281?OpenDocument","B4 EDEN HALL, MODEL FARM RD, CORK","Cork"
"03/06/2016","485,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-DDB5A293791818E780257FEF004771A3?OpenDocument","BELMONT HOUSE, RATHPEACON, CORK","Cork"
"03/06/2016","155,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-D53649FA4BEDFA9F80257FE100477647?OpenDocument","COLLA RD, SCHULL, CORK","Cork"
"03/06/2016","70,000.00 **","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-87CDAA5300C7758180257FE1004770F2?OpenDocument","COURLOUM EAST, COOMHOLA, BANTRY","Cork"
"03/06/2016","131,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-706DFDE9DD9938EC80257FD300477371?OpenDocument","DISTILLERY RD, BANDON, CORK","Cork"
"03/06/2016","240,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2E2672A1919BD66580257FF6004775CC?OpenDocument","DOONEEN, KILCROHANE, BANTRY","Cork"
"03/06/2016","92,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-69C862E70D23BD1580257FEF0047745F?OpenDocument","LAUREL WALK, BANDON, CO CORK","Cork"
"03/06/2016","130,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-BF4D7EF6C33D776380257FD300477425?OpenDocument","MAIN STREET, UNIONHALL, CO CORK","Cork"
"03/06/2016","240,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-DA6F8D95D6065DC880257FD30047729F?OpenDocument","NEWGROVE, WHITECHURCH, CORK","Cork"
"03/06/2016","230,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B1B072A194A2A42C8025800B00477445?OpenDocument","NEWTOWN, COBH, CORK","Cork"
"03/06/2016","37,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B602FF3C678FF5E080257FCC0047754A?OpenDocument","SHANNONS COTTAGE, MAIN STREET, BALLINEEN","Cork"
"03/06/2016","56,000.00 **","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-EF06368A97CD5D8580257FCC004774EC?OpenDocument","SUNSTRAND, GARRYVOE, CORK","Cork"
"02/06/2016","207,047.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-D6061D5887DD21B580257FF60047712E?OpenDocument","10 Fern Gove, Carrigliane","Cork"
"02/06/2016","275,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4CB3CE9D6539758D80257FE1004774F6?OpenDocument","107A FERNWOOD, GLANMIRE","Cork"
"02/06/2016","195,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C7ADCADBE425B71980257FD300477607?OpenDocument","13 KINGSWOOD, CARRIGALINE, CORK","Cork"
"02/06/2016","67,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-CDA13210F54D8D7180257FD300477140?OpenDocument","14 CLANCY ST, FERMOY, CO CORK","Cork"
"02/06/2016","159,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-64A580A6CC1DDCF380257FDA0047709B?OpenDocument","15 WOODFIELD HALL, STATION RD, BLARNEY","Cork"
"02/06/2016","110,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-39E1DCF6D73ED3CC80257FEF00477295?OpenDocument","25 DROMORE DRIVE, MALLOW, COUNTY CORK","Cork"
"02/06/2016","226,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2217FFF2AE1506F180257FD30047736A?OpenDocument","26 BRACKEN COURT, DONNYBROOK, DOUGLAS","Cork"
"02/06/2016","264,317.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-662B3D36852D642F80257FDA0047708E?OpenDocument","30 Rowan Hill, Mount Oval Village, Rochestown","Cork"
"02/06/2016","194,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E72CFCBA423F26D280257FD3004772F3?OpenDocument","41 FRIARS WALK, CORK, CORK","Cork"
"02/06/2016","158,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-143BF20DA6199B9E80257FCC004774C9?OpenDocument","6 MILL RACE MEWS, CHAPEL ST, BANDON","Cork"
"02/06/2016","272,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-7A88CD106A42AAED80257FCC0047755F?OpenDocument","8 ARD AOIBHINN, INNISHANNON, CORK","Cork"
"02/06/2016","255,067.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-63B403FBBD145CFF80257FF60047766E?OpenDocument","8 Laharan Way, Manor Farm, Lehenaghbeg","Cork"
"02/06/2016","140,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-53B499F3A326144C80257FDA00477233?OpenDocument","CLONLEA, 19 MARBLE HALL PARK, DOUGLAS RD","Cork"
"02/06/2016","255,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-3A29C609AE4929F880257FD3004775E4?OpenDocument","KITS COTTAGE, LACKAVAUN, GOLEEN","Cork"
"02/06/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-ACB2A833F08722B280257FCC00477405?OpenDocument","MILLTOWN, CHARLEVILLE, CO CORK","Cork"
"02/06/2016","373,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B81707C7F229A00A80257FD300477448?OpenDocument","WINDY HEIGHTS, BALLYHOOLEEN, BALLINHASSIG","Cork"
"01/06/2016","230,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-0CA50E032A15C9D080257FDA00477338?OpenDocument","13 ABHAINN BEAG, BALTIMORE BEAG, SKIBBEREEN","Cork"
"01/06/2016","400,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4D45FF95AA2912D68025801200477404?OpenDocument","16 LIME TREES RD EAST, DOUGLAS, CORK","Cork"
"01/06/2016","298,425.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-31A5D4311AEDEACA80257FDA00477234?OpenDocument","19 Lisheen  Woods, Ovens, Co. Cork","Cork"
"01/06/2016","244,885.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-1F1D342A84D2407080257FEF0047748E?OpenDocument","2 Cluain Mara, Farm Lane, Kinsale","Cork"
"01/06/2016","201,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-A8E199EDE884BDAC80257FD3004773CA?OpenDocument","21 DELWOOD GROVE, SKEHARD RD, BLACKROCK","Cork"
"01/06/2016","122,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6CCDAD01A4B828C680257FE1004772D2?OpenDocument","46 ST MARYS PLACE, BALLYHOOLEY RD, CORK","Cork"
"01/06/2016","70,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-05B97B1FC22D7CDF80257FCC00477457?OpenDocument","48 NEW ST, MACROOM, CORK","Cork"
"01/06/2016","190,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-082688F90DA7343580257FDA00477448?OpenDocument","6 GLANDORE MEWS, GLANDORE, CORK","Cork"
"01/06/2016","89,500.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-86BF5D594BAEE23880257FDA0047739C?OpenDocument","APT 1A COIS CAOL, MARKET STREET, SKIBBEREEN","Cork"
"01/06/2016","97,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F7C0FE022FFF1C1980257FCC004774CC?OpenDocument","COOLE EAST, WHITES CROSS, CORK","Cork"
"01/06/2016","47,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F07592FA733C4BE080257FCC004772E1?OpenDocument","CROSS HOUSE, MAIN ST, KILWORTH","Cork"
"01/06/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-88837D748B6732B480257FE8004773DC?OpenDocument","MILL STREET, TIMOLEAGUE, CO CORK","Cork"
"01/06/2016","240,000.00 **","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4D8A62EC57035C5880257FDA00477274?OpenDocument","No. 12  The Avenue, Harbour Heights, Rochestown","Cork"
"01/06/2016","235,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-D0F9DD267F075FB280257FE1004773AC?OpenDocument","VALLEY VIEW WATERPARK, FERMOY, CORK","Cork"
"31/05/2016","229,074.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-8D78E3D904F0EA1480257FD3004773F9?OpenDocument","1 fern grove, carrigaline","Cork"
"31/05/2016","90,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E7DBA0996EE4E92C80257FD300477529?OpenDocument","10 DALEWOOD, GLENGARRIFF, CORK","Cork"
"31/05/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-CDAC5E32A640B59980257FE100477588?OpenDocument","12 CHAPEL HILL, INNISHANNON, CORK","Cork"
"31/05/2016","235,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-D529F827822BA65180257FF6004773F1?OpenDocument","13 AN CLIATHAN, CUL ARD, CARRIGTWOHILL","Cork"
"31/05/2016","240,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-4193B12F6A25F61280257FCC00477361?OpenDocument","19 MAPLE RD, FOTA ROCK, CARRIGTWOHILL","Cork"
"31/05/2016","66,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-45D460ACC69D671B80257FCC0047720A?OpenDocument","2 PAAL EAST, KANTURK, CORK","Cork"
"31/05/2016","95,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-9C04F75AA0CAE07B80257FDA004773A2?OpenDocument","22 ST FACHTNAS TERRACE, SKIBBEREEN, CORK","Cork"
"31/05/2016","160,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-DF99838DB96D3DB980257FCC004773DA?OpenDocument","27 MARINERS COVE, BALTIMORE, CORK","Cork"
"31/05/2016","330,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-882CCFC6A7EC060B80257FCC0047753A?OpenDocument","28 CLARKES WOOD, MOUNT OVAL VILLAGE, ROCHESTOWN","Cork"
"31/05/2016","261,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-58B49A924E4CF28980257FCC00477471?OpenDocument","4 ARDFIELD LAWN, COONEYS LANE, GRANGE","Cork"
"31/05/2016","68,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C9587CB43A9C908680257FE1004775FF?OpenDocument","6 RICHMOND GREEN, BUTTEVANT, CORK","Cork"
"31/05/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-5CF248BFAB4A26EA80257FCC004774FA?OpenDocument","APARTMENT THE HOLE IN THE WALL, CORD ROAD, MIDDLETON","Cork"
"31/05/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-63A03E728A049EA980257FCC004772DD?OpenDocument","BALLYGRACE, CHURCHTOWN, MALLOW","Cork"
"31/05/2016","97,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-6A829C3DC87A166E80257FCC004772CA?OpenDocument","Belmont House, Belmont, Cobh","Cork"
"31/05/2016","15,675.43","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-012CE994336DF56880257FE8004771A3?OpenDocument","CARRIGSCULLIHY, COOLKELLURE, DUNMANWAY","Cork"
"31/05/2016","415,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E5D6E2DD1A4B7BD580257FCC00477332?OpenDocument","GLENCREE, 11 BROWNINGSTOWN PARK, DOUGLAS","Cork"
"31/05/2016","120,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-E5D9C8E7A906FC6380257FF600477310?OpenDocument","GURRANECARNEY, CARRIGANIMA, MACROOM","Cork"
"31/05/2016","575,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F3E4ED931CC5687880257FCC00477481?OpenDocument","KILLANULLY, BALLYGARVAN, CORK","Cork"
"31/05/2016","220,264.32","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-A881B01EB212D47480257FCC00477397?OpenDocument","No.33, The Woods","Cork"
"31/05/2016","163,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-FAACDE566EC15F6080257FCC00477466?OpenDocument","SUNNYSIDE COTTAGE, ALEXANDRA RD, ST LUKES","Cork"
"30/05/2016","312,775.33","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-44D0FDCB8CC36E7F80257FDA0047734F?OpenDocument","1 GLEN IRIS DRIVE, RATHPEACON, KILLEENS","Cork"
"30/05/2016","195,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-991FBDFF61D5041C80257FEF00477499?OpenDocument","103 Clarkes Wood, Mount Oval Village, Rochestown","Cork"
"30/05/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-613E50A073E5F22180257FCC004770F5?OpenDocument","16 ALLOWHILL, FREEMOUNT, CHARLEVILLE","Cork"
"30/05/2016","380,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-C22CEB004187EB3780257FE100477581?OpenDocument","17 CARRIGWELL, CARRIGNAVAR, CORK","Cork"
"30/05/2016","295,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-14BF0E63D4D4BF0580257FCC00477110?OpenDocument","18 COIS ABHAINN, CORK RD, KILLEAGH","Cork"
"30/05/2016","259,912.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-2B49CB6A7DB028F280257FCC004770AF?OpenDocument","2  Glen Iris Drive, Rathpeacon","Cork"
"30/05/2016","390,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-DE02CD82E2270BAC80257FCC00477133?OpenDocument","23 CENTRAL AVE, FIRGROVE, BISHOPSTOWN","Cork"
"30/05/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-D381315E38AAA32680257FCC004770F8?OpenDocument","24 ALLOWHILL, FREEMOUNT, CHARLEVILLE","Cork"
"30/05/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-80F501F7F1D9D2A580257FCC004770FC?OpenDocument","25 ALLOW HILL, FREEMOUNT, CO.CORK","Cork"
"30/05/2016","92,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-04FC7291DA6F7FC080257FCC00477191?OpenDocument","31 IVY COURT, BROOMFIELD VILLAGE, MIDLETON","Cork"
"30/05/2016","252,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-B5437593E8F5CF6680257FF60047712B?OpenDocument","40 UPPER CLEVEDON, KILMONEY ROAD, CARRIGALINE","Cork"
"30/05/2016","50,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F82B58A13F576D6180257FCC004770EC?OpenDocument","5 ALLOW HILL, FREEMOUNT, CHARLEVILLE","Cork"
"30/05/2016","136,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-5A330E0C81C9F14D80257FCC004770C8?OpenDocument","5 ELM COURT, FAIR ST, MALLOW","Cork"
"30/05/2016","100,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-F5748537F7A44B1980257FCC0047739B?OpenDocument","6 ROSS PARK, KILLAVULLEN, CORK","Cork"
"30/05/2016","200,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-810D914CFB62EE5180257FCC00477132?OpenDocument","70 PRIMROSE HILL, TOWER, BLARNEY","Cork"
"30/05/2016","235,000.00","https://www.propertypriceregister.ie/Website/npsra/PPR/npsra-ppr.nsf/eStampUNID/UNID-5D95C66673766A7880258004004776B3?OpenDocument","72 OAK MOUNT, TOWER, CORK","Cork"
