"Address","RoutingKey","Date","Price","FullMarketPrice","VATExclusive","DescriptionofProperty","PropertySizeDesc","OtherPropertiesInThisSale"
"39 BEECHWOOD CLOSE, BAGENALSTOWN, CARLOW","R21","17/12/2013","182000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"45 BEECHWOOD PARK, POLLERTON, CARLOW","R93","17/12/2013","107500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"6 GRANITE COURT, FENAGH, CO. CARLOW","R21","17/12/2013","65491.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"14 CLUAIN RIADA, BROWNSHILL, CARLOW","NA","16/12/2013","135000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"5 THE COVE, POACHERSGATE, CARLOW","NA","16/12/2013","162500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"67 ROCHFORT MANOR, LEIGHLIN RD, CARLOW","R93","16/12/2013","106500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"ARDRISTAN, RATHOE, CARLOW","NA","16/12/2013","180616.74","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"26 BURRINDALE, POLLERTON","R93","13/12/2013","57500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 KNOCKMOYLE, MUINEBHEAG, CO. CARLOW","R21","13/12/2013","45051.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"6 MOUNTAIN VIEW, HACKETSTOWN, CO. CARLOW","R93","13/12/2013","32941.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"63 CASTLEWOOD GARDENS, CARLOW, CARLOW","R93","13/12/2013","93000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"81 GLEANN NA BEARU  ROYAL OAK ROAD, MUINEBHEAG, CO. CARLOW","R21","13/12/2013","52115.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"112 ST. MARY'S PARK, CO. CARLOW","R93","12/12/2013","45191.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"49 GLEANN NA BEARU, MUINEBHEAG, CO. CARLOW","R21","12/12/2013","43441.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"94 THE VALE, GRAIGUECULLEN, CARLOW","R93","12/12/2013","95000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"96 THE VALE, GRAIGUECULLEN, CARLOW","R93","12/12/2013","95000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"LONG LANE, BARNAHASK, BUNCLODY","NA","12/12/2013","220000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"THE OAK BAR (OTHERWISE THE VEE BAR), ROYAL OAK, BAGENALSTOWN","NA","12/12/2013","70000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"KYLE, BORRIS, CO. CARLOW","R95","11/12/2013","61000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"11 BURRIN MANOR, TULLOW RD","R93","10/12/2013","73000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"23 FR CUMMINS PARK, BAGENALSTOWN, CARLOW","R21","10/12/2013","110000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"66 GLEANN NA BEARU  ROYAL OAK ROAD, MUINEBHEAG, CO. CARLOW","R21","10/12/2013","49819.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"69 MONCURRAGH, BLACK BOG ROAD, CARLOW","R93","10/12/2013","151000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BOUGH, RATHVILLY, CARLOW","NA","10/12/2013","20000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"18 CLAYTON COURT, AFKEA, CO CARLOW","NA","09/12/2013","67500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"49 BALLYOLIVER, RATHVILLY, CO CARLOW","R93","09/12/2013","85000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"21 NEW STREET, GREEN ROAD","R93","06/12/2013","62691.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"41 BEECHWOOD PARK, POLLERTON, CARLOW","R93","06/12/2013","112000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"68 OAKLEY CRESCENT, GRAIGUECULLEN, CO CARLOW","R93","06/12/2013","223000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BALLYBAR UPPER, TINRYLAND, CARLOW","NA","04/12/2013","260000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 JOHNSMILL, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-390C2D8FEE6F001780257C61004CF013?OPENDOCUMENT">2 JOHNSMILL, CARLOW, CO CARLOW</A>"
"10 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"11 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"12 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"13 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"14 JOHNSNILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"15 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"2 JOHNSMILL, CARLOW, CO CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"3 JOHNSMILL, CARLOW, CO. CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"3 THE SHROUGHAN, TULLOW","R93","03/12/2013","43093.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"4 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"5 JOHNS MILL, JOHN STREET, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"6 JOHNSMILL, CARLOW, CO. CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"7 JOHNSMILL, CARLOW, CO CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"8 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"9 JOHNSMILL, CARLOW, CARLOW","NA","03/12/2013","35000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","<A HREF="/WEBSITE/NPSRA/PPR/NPSRA-PPR.NSF/ESTAMPUNID/UNID-EC9CC8810E1C680080257C61004CF012?OPENDOCUMENT">1 JOHNSMILL, CARLOW</A>"
"123 WILLOW PARK, TULLOW ROAD","NA","30/11/2013","47541.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"15 THE MILLRACE, BURRIN ROAD, CO CARLOW","R93","29/11/2013","90000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"16 TEMPLEOWEN, TULLOW","R93","29/11/2013","40553.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"23 DUN A RI, TINRYLAND","NA","29/11/2013","40356.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"7 MOUNT AARON WOOD, TULLOW","R93","29/11/2013","213000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN 125 SQ METRES","NO OTHER PROPERTIES"
"KILLERIG, KILLERIG","R93","29/11/2013","285000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"3 ARDMORE GARDENS, CARLOW","R93","28/11/2013","79000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"CRABLANE, COOLKENNA, TULLOW","NA","28/11/2013","82000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"59 PARK GATE, SHILLELAGH ROAD, TULLOW","NA","27/11/2013","100000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"18 HILLBROOK, SHILLELAGH ROAD, TULLOW","NA","26/11/2013","47000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"28 KILLIANS CRESENT, CARLOW TOWN","NA","26/11/2013","80000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"HACKETTSTOWN, COUNTY CARLOW","R93","26/11/2013","36400.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"THE GROVE, TULLOW, CO CARLOW","R93","26/11/2013","120000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"19 BALLYKNOCKAN MANOR, LEIGHLINBRIDGE","R93","25/11/2013","70000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","LESS THAN 38 SQ METRES","NO OTHER PROPERTIES"
"31 BRAMBLE COURT, TULLOW, CARLOW","R93","25/11/2013","65000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"17 DUBLIN ROAD, CARLOW","R93","22/11/2013","45191.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"16 BALLYKNOCKAN MANOR, LEIGHLINBRIDGE","R93","21/11/2013","65000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","LESS THAN 38 SQ METRES","NO OTHER PROPERTIES"
"NEW ACRE, ATHY ROAD, CARLOW","NA","21/11/2013","380000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"8  PARK AVENUE, PHELIM WOOD, TULLOW","R93","20/11/2013","61233.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"CASTLEVIEW, RUSSELLSTOWN","R93","20/11/2013","205000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"STONE COTTAGE, KNOCKLONAGAD, GARRYHILL","NA","20/11/2013","55000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BALLYNOE HOUSE, ARDATTIN","R93","19/11/2013","350000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"136 CROSSNEEN MANOR, GRAIGUE, CARLOW","NA","18/11/2013","125000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"20 HEATHERFIELD COURT, OLD DUBLIN ROAD","NA","15/11/2013","100000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"3 BOURLUM WOOD, GREEN ROAD, CARLOW","R93","15/11/2013","159250.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"34, BORLUM WPPD, GREEN ROAD","NA","15/11/2013","228000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BALLYKNOCK, SAINT MULLINS, CARLOW","R95","15/11/2013","64000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"17 BALLYKNOCKAN MANOR, LEIGHLINBRIDGE","R93","13/11/2013","65000.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"41B CROSSNEEN MANOR, LEIGHLIN ROAD, CARLOW","R93","13/11/2013","82500.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"62 PARK GATE, TULLOW, CO. CARLOW","R93","13/11/2013","79296.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"6 HIGH STREET, BAGENALSTOWN, CARLOW","R21","12/11/2013","45000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"SCOTLAND, HACKETSTOWN","NA","12/11/2013","100000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"STONEWELL COTTAGE, COOLE, RATHVILLY","NA","11/11/2013","160000.00","FALSE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"119 SANDHILLS, HACKETSTOWN ROAD, CARLOW","R93","08/11/2013","60000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"24 COLLEGE GARDENS, GRANBY ROW, CARLOW","NA","08/11/2013","205000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"6A&AMP;B;&AMP;7A&AMP;B; CATHEDRAL WALK, TULLOW STREET, CARLOW","NA","07/11/2013","180000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"MOUNT CARMEL, SHERWOOD LANE, KILDAVIN","NA","06/11/2013","220000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"COTTAGE BALLAGHSALLAGH, HACKETSTOWN, CARLOW","NA","05/11/2013","80000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"THE LAWN, BALLYKILDUFF, TOBINSTOWN","R93","04/11/2013","178000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 BISHOP STREET, TULLOW","R93","01/11/2013","50000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"11 BARROW LOUGH, LEIGHLINBRIDGE","NA","01/11/2013","124000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"12 THE MILL STREAM, MONACURRAGH, CARLOW","NA","01/11/2013","170000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"48 MILLFORD PARK, BALLINABRANNAGH","R93","01/11/2013","129159.00","TRUE","TRUE","NEW DWELLING HOUSE /APARTMENT","GREATER THAN OR EQUAL TO 38 SQ METRES AND LESS THAN 125 SQ METRES","NO OTHER PROPERTIES"
"BALLINKILLEN, CO. CARLOW","R93","01/11/2013","50000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"53 PAIRC MHUIRE, TULLOW","R93","31/10/2013","56500.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"BALLYSALLAGH, HACKETSTOWN","R93","30/10/2013","160000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"1 HANOVER ROAD, CARLOW","R93","25/10/2013","160000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"FENAGH ROAD, KILCARRIG, BEGENALSTOWN","NA","25/10/2013","125000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
"42 BROOKLANDS PARK, CARLOW","NA","24/10/2013","109000.00","TRUE","FALSE","SECOND-HAND DWELLING HOUSE /APARTMENT","","NO OTHER PROPERTIES"
